score,accuracy,average_response_time,questions_attempted,performance_category
337.0,82.31,12.08,33,High Performer
142.0,47.24,20.03,30,Average Performer
114.0,47.62,22.82,24,Low Performer
102.0,44.14,11.44,23,Average Performer
397.0,78.88,11.24,45,High Performer
200.0,67.39,18.99,26,High Performer
51.0,28.46,28.52,18,Low Performer
224.0,52.17,14.88,43,Average Performer
278.0,75.0,15.26,37,Average Performer
397.0,87.86,9.86,39,High Performer
426.0,75.24,6.2,47,High Performer
102.0,30.0,10.0,34,Average Performer
358.0,77.98,13.75,42,High Performer
36.0,32.29,26.11,11,Low Performer
238.0,70.01,15.93,34,Average Performer
146.0,66.26,23.48,22,Average Performer
250.0,71.4,21.85,35,Average Performer
231.0,79.48,18.07,22,High Performer
143.0,55.17,10.0,26,Average Performer
133.0,51.07,27.22,26,Average Performer
247.0,77.22,16.03,32,High Performer
16.0,26.43,18.73,6,Low Performer
286.0,66.58,30.0,43,Average Performer
124.0,34.37,21.08,36,Average Performer
128.0,75.0,21.07,17,Average Performer
111.0,30.0,10.78,37,Average Performer
43.0,21.48,22.61,20,Low Performer
64.0,37.83,17.71,17,Low Performer
212.0,51.77,10.0,41,Average Performer
303.0,83.09,14.61,30,High Performer
181.0,50.23,10.0,36,Average Performer
65.0,43.1,24.6,15,Low Performer
122.0,45.08,27.29,27,Low Performer
30.0,16.45,26.22,18,Low Performer
291.0,70.52,17.06,34,High Performer
366.0,94.41,13.26,31,High Performer
0.0,0.0,28.22,26,Low Performer
96.0,30.15,22.17,32,Average Performer
113.0,49.32,30.0,23,Low Performer
184.0,70.21,11.44,24,High Performer
122.0,67.61,19.77,18,Average Performer
371.0,93.22,11.86,34,High Performer
256.0,82.23,15.94,29,High Performer
179.0,54.37,12.09,33,Average Performer
81.0,31.3,21.18,26,Low Performer
75.0,34.22,19.51,22,Average Performer
80.0,39.87,21.11,20,Low Performer
164.0,54.82,13.28,30,Average Performer
317.0,85.69,8.61,35,High Performer
469.0,82.35,15.99,49,High Performer
104.0,45.09,19.22,23,Average Performer
63.0,33.08,30.0,19,Low Performer
0.0,0.0,30.0,22,Low Performer
78.0,30.0,10.0,26,Average Performer
121.0,52.68,19.48,23,Average Performer
129.0,30.0,11.39,43,Average Performer
131.0,72.9,15.27,18,Average Performer
139.0,36.65,26.93,38,Average Performer
238.0,89.13,7.24,22,High Performer
94.0,39.16,12.71,24,Average Performer
404.0,86.11,16.35,41,High Performer
434.0,86.98,17.13,46,High Performer
80.0,36.52,26.43,22,Low Performer
180.0,75.0,21.72,24,Average Performer
282.0,74.33,17.82,38,Average Performer
298.0,88.41,8.31,30,High Performer
187.0,47.9,16.18,39,Average Performer
273.0,71.2,13.87,29,High Performer
296.0,76.03,12.93,30,High Performer
156.0,53.87,13.3,29,Average Performer
366.0,90.66,8.2,39,High Performer
228.0,87.45,9.81,23,High Performer
301.0,70.02,22.83,43,Average Performer
79.0,41.58,21.38,19,Low Performer
351.0,82.41,8.8,32,High Performer
345.0,96.2,13.63,29,High Performer
335.0,88.48,9.6,30,High Performer
229.0,61.85,10.0,37,Average Performer
278.0,80.48,11.08,24,High Performer
87.0,58.2,10.0,15,Average Performer
136.0,40.07,10.0,34,Average Performer
199.0,47.35,14.41,42,Average Performer
410.0,73.04,5.0,45,High Performer
479.0,83.15,19.85,46,High Performer
308.0,75.0,12.21,41,Average Performer
131.0,48.57,15.01,27,Average Performer
13.0,21.41,16.13,6,Low Performer
65.0,25.84,19.07,25,Low Performer
285.0,75.0,19.56,38,Average Performer
352.0,88.22,13.2,32,High Performer
216.0,71.9,20.86,30,Average Performer
25.0,31.84,30.0,8,Low Performer
222.0,79.26,7.55,22,High Performer
45.0,32.38,15.03,14,Low Performer
48.0,25.02,26.46,19,Low Performer
106.0,55.67,16.33,19,Average Performer
71.0,33.86,27.46,21,Low Performer
125.0,40.17,16.07,31,Average Performer
98.0,48.97,22.84,20,Average Performer
32.0,16.12,29.26,20,Low Performer
279.0,70.7,11.3,33,High Performer
74.0,38.86,21.17,19,Low Performer
59.0,45.36,21.41,13,Low Performer
157.0,52.19,15.98,30,Average Performer
125.0,62.42,15.25,20,Average Performer
47.0,22.52,30.0,21,Low Performer
69.0,36.23,17.11,19,Average Performer
132.0,48.77,14.88,27,Average Performer
300.0,86.92,11.75,26,High Performer
41.0,37.13,15.48,11,Low Performer
117.0,58.3,23.36,20,Average Performer
232.0,59.6,14.25,39,Average Performer
87.0,50.96,18.75,17,Average Performer
61.0,38.21,19.26,16,Low Performer
170.0,51.58,18.75,33,Average Performer
156.0,48.7,15.41,32,Average Performer
240.0,75.0,24.88,32,Average Performer
171.0,44.93,16.48,38,Average Performer
16.0,31.65,18.47,5,Low Performer
294.0,95.04,14.06,24,High Performer
123.0,58.74,30.0,21,Average Performer
308.0,75.0,24.36,41,Average Performer
145.0,62.97,26.73,23,Average Performer
133.0,45.71,28.98,29,Average Performer
247.0,79.83,13.76,26,High Performer
462.0,85.44,16.05,48,High Performer
153.0,52.64,16.09,29,Average Performer
132.0,32.32,24.74,41,Average Performer
142.0,52.78,16.47,27,Average Performer
7.0,12.44,29.85,6,Low Performer
20.0,15.67,30.0,13,Low Performer
53.0,35.03,15.93,15,Average Performer
447.0,86.26,9.39,46,High Performer
266.0,98.54,18.39,23,High Performer
293.0,68.18,20.97,43,Average Performer
40.0,22.09,30.0,18,Low Performer
148.0,61.58,10.28,24,Average Performer
464.0,97.0,10.85,43,High Performer
126.0,30.83,13.44,41,Average Performer
540.0,92.6,14.77,49,High Performer
409.0,87.67,10.56,40,High Performer
186.0,68.97,23.05,27,Average Performer
396.0,99.78,7.94,37,High Performer
81.0,38.39,23.58,21,Low Performer
165.0,66.08,24.3,25,Average Performer
163.0,56.35,13.77,29,Average Performer
125.0,49.87,17.34,25,Average Performer
181.0,56.52,10.0,32,Average Performer
300.0,94.72,12.96,24,High Performer
48.0,30.17,24.94,16,Low Performer
157.0,44.98,24.28,35,Average Performer
18.0,30.08,25.48,6,Low Performer
128.0,42.61,16.94,30,Average Performer
146.0,58.35,20.4,25,Average Performer
171.0,71.36,14.59,24,Average Performer
149.0,45.29,14.19,33,Average Performer
384.0,82.86,9.36,38,High Performer
413.0,94.26,9.3,41,High Performer
239.0,98.07,17.65,22,High Performer
444.0,95.4,9.33,42,High Performer
227.0,54.02,11.46,42,Average Performer
103.0,30.15,17.91,34,Average Performer
351.0,90.97,7.87,32,High Performer
131.0,56.82,19.37,23,Average Performer
123.0,51.24,16.8,24,Average Performer
160.0,40.99,10.0,39,Average Performer
365.0,85.87,15.3,39,High Performer
25.0,22.39,26.09,11,Low Performer
122.0,33.07,11.27,37,Average Performer
239.0,84.54,8.86,23,High Performer
208.0,57.9,22.81,36,Average Performer
266.0,84.34,13.91,30,High Performer
99.0,38.11,19.62,26,Average Performer
152.0,48.91,15.11,31,Average Performer
85.0,32.61,24.84,26,Low Performer
168.0,54.15,13.9,31,Average Performer
105.0,55.46,21.77,19,Average Performer
313.0,72.05,6.13,39,High Performer
72.0,32.8,29.44,22,Low Performer
278.0,100.0,12.15,24,High Performer
31.0,24.1,23.66,13,Low Performer
195.0,69.64,26.09,28,Average Performer
171.0,63.43,13.82,27,Average Performer
52.0,37.27,26.48,14,Low Performer
262.0,75.0,21.25,35,Average Performer
352.0,77.86,10.82,38,High Performer
176.0,44.1,10.0,40,Average Performer
13.0,25.42,20.93,5,Low Performer
252.0,83.04,11.75,22,High Performer
240.0,68.67,12.06,35,Average Performer
39.0,18.45,27.2,21,Low Performer
373.0,87.81,13.28,37,High Performer
273.0,79.45,14.26,24,High Performer
195.0,46.51,17.58,42,Average Performer
49.0,44.78,28.8,11,Low Performer
191.0,54.55,14.08,35,Average Performer
34.0,28.67,23.2,12,Low Performer
126.0,43.57,10.16,29,Average Performer
415.0,91.5,6.83,41,High Performer
75.0,30.0,13.31,25,Average Performer
19.0,9.24,30.0,21,Low Performer
199.0,52.3,23.24,38,Average Performer
13.0,19.12,27.0,7,Low Performer
108.0,33.64,18.33,32,Average Performer
11.0,6.75,27.15,17,Low Performer
53.0,33.17,30.0,16,Low Performer
278.0,73.42,15.44,31,High Performer
157.0,47.57,17.26,33,Average Performer
66.0,41.18,16.74,16,Average Performer
38.0,47.67,30.0,8,Low Performer
140.0,50.0,29.13,28,Low Performer
269.0,89.25,18.88,26,High Performer
67.0,41.97,30.0,16,Average Performer
285.0,75.0,16.41,38,Average Performer
120.0,47.96,17.89,25,Average Performer
138.0,62.55,19.7,22,Average Performer
91.0,30.21,10.05,30,Average Performer
124.0,41.21,15.96,30,Average Performer
419.0,88.81,11.05,41,High Performer
415.0,86.85,25.0,39,High Performer
386.0,82.47,11.02,42,High Performer
39.0,14.84,30.0,26,Low Performer
220.0,84.34,10.66,23,High Performer
10.0,13.66,25.61,7,Low Performer
90.0,52.72,26.82,17,Average Performer
371.0,80.25,15.9,39,High Performer
121.0,46.38,12.54,26,Average Performer
206.0,71.08,10.92,29,Average Performer
31.0,31.41,15.0,10,Low Performer
178.0,54.05,16.01,33,Average Performer
442.0,78.0,11.83,48,High Performer
239.0,74.58,14.1,32,Average Performer
251.0,80.6,12.49,22,High Performer
267.0,95.92,13.87,24,High Performer
130.0,50.0,25.79,26,Low Performer
197.0,49.25,27.63,40,Average Performer
108.0,43.15,18.98,25,Average Performer
286.0,78.61,14.04,27,High Performer
41.0,19.76,20.0,21,Low Performer
293.0,66.54,25.94,44,Average Performer
47.0,18.04,23.46,26,Low Performer
15.0,18.48,29.51,8,Low Performer
308.0,75.0,29.92,41,Average Performer
103.0,41.19,17.81,25,Low Performer
218.0,75.0,14.92,29,Average Performer
423.0,87.8,12.16,40,High Performer
179.0,54.35,15.63,33,Average Performer
65.0,32.44,19.52,20,Low Performer
179.0,61.62,21.78,29,Average Performer
225.0,72.54,23.67,31,Average Performer
197.0,54.68,21.64,36,Average Performer
334.0,89.44,18.45,33,High Performer
401.0,100.0,8.55,36,High Performer
37.0,13.23,17.28,28,Low Performer
275.0,100.0,8.48,22,High Performer
212.0,77.46,14.79,23,High Performer
249.0,73.25,10.58,34,Average Performer
398.0,88.94,13.05,43,High Performer
157.0,55.92,30.0,28,Average Performer
252.0,77.44,15.81,23,High Performer
359.0,85.57,10.88,37,High Performer
188.0,50.81,20.26,37,Average Performer
398.0,92.67,15.82,40,High Performer
244.0,58.15,21.1,42,Average Performer
151.0,60.58,16.86,25,Average Performer
324.0,88.09,16.82,29,High Performer
60.0,33.19,16.48,18,Average Performer
90.0,30.0,18.44,30,Average Performer
324.0,94.73,12.14,25,High Performer
440.0,86.98,14.19,45,High Performer
178.0,55.51,24.47,32,Average Performer
196.0,67.68,20.58,29,Average Performer
117.0,48.78,23.31,24,Average Performer
422.0,88.93,11.03,44,High Performer
122.0,38.13,18.82,32,Average Performer
96.0,63.88,19.47,15,Average Performer
455.0,88.67,13.51,46,High Performer
493.0,100.0,8.14,44,High Performer
16.0,22.19,30.0,7,Low Performer
208.0,71.65,9.29,22,High Performer
245.0,55.63,30.0,44,Average Performer
207.0,60.87,27.99,34,Average Performer
29.0,19.56,17.19,15,Low Performer
496.0,95.44,11.81,48,High Performer
231.0,65.93,20.78,35,Average Performer
281.0,84.63,10.17,28,High Performer
20.0,22.0,27.38,9,Low Performer
328.0,68.38,8.11,37,High Performer
60.0,50.0,21.64,12,Low Performer
80.0,28.47,24.9,28,Low Performer
19.0,31.33,25.61,6,Low Performer
159.0,36.94,19.85,43,Average Performer
277.0,91.54,9.82,24,High Performer
349.0,85.18,15.86,39,High Performer
162.0,41.41,17.25,39,Average Performer
112.0,75.0,20.15,15,Average Performer
433.0,79.93,12.37,47,High Performer
124.0,41.29,22.7,30,Average Performer
139.0,39.62,12.96,35,Average Performer
300.0,100.0,22.58,26,High Performer
129.0,30.0,10.0,43,Average Performer
284.0,64.45,18.74,44,Average Performer
43.0,14.87,24.1,29,Low Performer
167.0,43.93,22.29,38,Average Performer
163.0,70.87,12.39,23,Average Performer
137.0,62.32,15.05,22,Average Performer
285.0,75.0,15.67,38,Average Performer
176.0,40.94,13.47,43,Average Performer
430.0,99.4,15.55,41,High Performer
55.0,34.13,16.2,16,Low Performer
404.0,87.6,12.84,41,High Performer
436.0,85.13,16.87,42,High Performer
87.0,51.1,16.09,17,Average Performer
109.0,68.35,13.1,16,Average Performer
12.0,11.35,25.7,11,Low Performer
266.0,88.27,12.35,26,High Performer
135.0,75.0,19.62,18,Average Performer
163.0,54.34,17.19,30,Average Performer
237.0,74.2,27.03,32,Average Performer
225.0,56.28,11.47,40,Average Performer
61.0,30.35,15.0,20,Low Performer
145.0,45.26,15.86,32,Average Performer
34.0,30.87,24.89,11,Low Performer
147.0,34.94,16.71,42,Average Performer
313.0,79.74,9.63,37,High Performer
374.0,78.63,14.73,39,High Performer
182.0,62.68,26.22,29,Average Performer
415.0,85.25,7.58,40,High Performer
155.0,39.62,15.04,39,Average Performer
126.0,46.63,30.0,27,Low Performer
316.0,74.6,11.26,36,High Performer
230.0,56.16,13.95,41,Average Performer
219.0,54.85,11.12,40,Average Performer
233.0,78.87,19.62,22,High Performer
226.0,72.88,13.72,31,Average Performer
35.0,31.59,15.69,11,Low Performer
285.0,75.0,24.24,38,Average Performer
43.0,18.63,23.71,23,Low Performer
137.0,72.25,25.29,19,Average Performer
52.0,30.43,20.26,17,Low Performer
368.0,87.81,14.33,32,High Performer
99.0,49.34,27.27,20,Low Performer
64.0,42.73,11.85,15,Average Performer
337.0,81.35,11.22,34,High Performer
97.0,40.37,24.47,24,Average Performer
212.0,48.16,10.0,44,Average Performer
5.0,4.55,18.7,12,Low Performer
351.0,79.19,16.89,40,High Performer
365.0,84.67,16.47,36,High Performer
186.0,50.3,14.24,37,Average Performer
54.0,48.76,28.36,11,Low Performer
335.0,93.34,18.29,31,High Performer
231.0,64.04,14.47,36,Average Performer
232.0,84.51,14.8,20,High Performer
44.0,16.8,20.09,26,Low Performer
312.0,80.85,14.4,33,High Performer
270.0,71.22,13.64,30,High Performer
137.0,48.99,21.52,28,Average Performer
168.0,58.07,10.0,29,Average Performer
292.0,85.46,17.36,28,High Performer
341.0,100.0,12.08,28,High Performer
155.0,48.55,20.97,32,Average Performer
88.0,58.37,23.4,15,Average Performer
519.0,96.59,5.0,49,High Performer
82.0,51.25,16.34,16,Average Performer
89.0,30.64,19.15,29,Average Performer
85.0,31.58,30.0,27,Low Performer
355.0,92.26,8.02,33,High Performer
49.0,35.02,23.52,14,Low Performer
352.0,93.16,10.18,28,High Performer
414.0,82.97,11.96,44,High Performer
208.0,50.7,10.0,41,Average Performer
49.0,16.98,30.0,29,Low Performer
61.0,47.08,16.78,13,Low Performer
182.0,46.77,22.81,39,Average Performer
72.0,44.89,25.6,16,Low Performer
292.0,75.0,12.18,39,Average Performer
61.0,43.83,27.02,14,Low Performer
45.0,30.0,19.11,15,Average Performer
361.0,81.64,12.66,42,High Performer
178.0,57.4,22.0,31,Average Performer
330.0,85.73,18.2,32,High Performer
40.0,50.0,26.05,8,Low Performer
234.0,58.58,16.55,40,Average Performer
296.0,68.77,17.33,43,Average Performer
200.0,74.2,17.23,27,Average Performer
60.0,50.0,24.56,12,Low Performer
175.0,46.18,22.51,38,Average Performer
79.0,52.58,13.81,15,Average Performer
175.0,69.9,25.12,25,Average Performer
416.0,74.73,16.68,47,High Performer
287.0,90.77,12.0,29,High Performer
195.0,50.13,21.65,39,Average Performer
112.0,44.72,16.9,25,Average Performer
112.0,75.0,13.6,15,Average Performer
105.0,39.06,20.2,27,Average Performer
208.0,59.34,18.31,35,Average Performer
212.0,64.18,21.98,33,Average Performer
257.0,71.31,16.9,36,Average Performer
45.0,23.93,23.98,19,Low Performer
168.0,51.04,14.06,33,Average Performer
0.0,0.18,23.58,26,Low Performer
131.0,50.57,23.88,26,Average Performer
76.0,31.61,24.41,24,Low Performer
85.0,32.72,28.68,26,Low Performer
527.0,100.0,14.0,44,High Performer
384.0,75.78,8.39,39,High Performer
140.0,60.68,18.64,23,Average Performer
143.0,33.97,22.18,42,Average Performer
105.0,58.42,10.0,18,Average Performer
30.0,21.28,26.49,14,Low Performer
197.0,61.53,15.2,32,Average Performer
23.0,22.98,24.19,10,Low Performer
145.0,49.83,22.19,29,Average Performer
128.0,31.25,21.97,41,Average Performer
291.0,84.53,12.15,32,High Performer
100.0,41.74,15.42,24,Average Performer
69.0,26.65,22.69,26,Low Performer
371.0,94.57,7.83,37,High Performer
147.0,47.51,16.28,31,Average Performer
29.0,28.59,23.46,10,Low Performer
128.0,53.48,25.46,24,Average Performer
14.0,6.87,30.0,20,Low Performer
471.0,89.24,8.59,48,High Performer
53.0,41.14,26.34,13,Low Performer
233.0,75.61,16.99,25,High Performer
191.0,82.51,10.45,20,High Performer
132.0,48.76,24.42,27,Low Performer
173.0,61.94,10.89,28,Average Performer
70.0,38.73,10.29,18,Average Performer
8.0,7.22,25.25,11,Low Performer
154.0,66.87,10.0,23,Average Performer
197.0,65.55,24.36,30,Average Performer
88.0,36.82,21.24,24,Average Performer
200.0,68.86,9.66,21,High Performer
344.0,95.14,14.75,30,High Performer
118.0,35.73,10.0,33,Average Performer
240.0,75.0,25.22,32,Average Performer
447.0,88.34,5.17,45,High Performer
313.0,82.02,19.24,33,High Performer
325.0,91.41,10.88,31,High Performer
205.0,81.98,18.5,20,High Performer
279.0,73.7,10.36,27,High Performer
320.0,88.46,10.03,26,High Performer
406.0,100.0,12.79,34,High Performer
16.0,31.41,23.63,5,Low Performer
221.0,68.95,24.33,32,Average Performer
109.0,30.23,15.68,36,Average Performer
105.0,50.0,24.54,21,Low Performer
514.0,94.76,10.92,46,High Performer
253.0,74.39,17.44,34,Average Performer
305.0,70.82,19.13,43,Average Performer
58.0,36.04,10.0,16,Average Performer
34.0,31.04,30.0,11,Low Performer
438.0,100.0,13.12,39,High Performer
133.0,55.46,20.24,24,Average Performer
84.0,56.24,13.01,15,Average Performer
145.0,49.83,23.73,29,Average Performer
396.0,72.2,19.0,49,High Performer
247.0,81.51,13.49,23,High Performer
412.0,84.27,12.8,42,High Performer
103.0,49.19,18.82,21,Average Performer
146.0,50.28,14.44,29,Average Performer
87.0,41.56,20.79,21,Average Performer
44.0,17.08,26.38,26,Low Performer
139.0,63.14,10.09,22,Average Performer
80.0,44.59,21.82,18,Average Performer
64.0,24.67,21.0,26,Low Performer
110.0,34.34,11.29,32,Average Performer
286.0,85.64,9.86,29,High Performer
15.0,29.45,28.05,5,Low Performer
290.0,65.94,21.16,44,Average Performer
215.0,53.73,24.37,40,Average Performer
49.0,21.41,15.39,23,Low Performer
322.0,94.96,5.93,27,High Performer
123.0,61.65,19.87,20,Average Performer
217.0,72.49,12.08,20,High Performer
408.0,100.0,13.64,35,High Performer
97.0,57.32,18.22,17,Average Performer
11.0,6.64,25.81,17,Low Performer
105.0,38.83,24.28,27,Average Performer
106.0,42.21,23.09,25,Average Performer
331.0,70.36,15.67,38,High Performer
92.0,43.86,22.96,21,Low Performer
181.0,56.45,21.91,32,Average Performer
322.0,93.14,15.59,26,High Performer
193.0,44.88,18.91,43,Average Performer
219.0,85.57,11.3,24,High Performer
378.0,72.74,15.9,47,High Performer
183.0,45.75,21.68,40,Average Performer
68.0,33.95,30.0,20,Low Performer
